ObsID,InterviewerNumber,ObsDate,Langue,RspID,AnneeNaissance,Age,sex,ADM1_CODE,ADM1_NAME,ADM2_CODE,ADM2_NAME,ADM3_CODE,ADM3_NAME,HoHSex,EduHoH,Nbre_membre,Nbre_enfant,OccupHoH,Television,house,roof,ToiletType,Water,Staples,Pulses,Dairy,Meat,Veg,Fruits,Fats,Sugars,Calcul_FCS,Niveau,Approv,LessExpensiveFood,BorrowOrHelp,ReduceNumMeals,RestrictConsumption,LimitPortionSize,Calcul_CSI,Score_CSI,ImpRicekg_raw,LocalRiceKG_raw,NiebeKG_raw,PalmOil1L_raw,Meat_price_raw,buyhowoften,buyhowoften_oil,FreeResponse,ImpRicekg_cln,LocalRiceKG_cln,NiebeKG_cln,Meat_price_cln,PalmOil1L_cln,rCSI,FCS,FCG
8479,5,20-12-2017 14:04:43,Francais,67249T6221C,1976,41,F,GN08,N'Zerekore,GN0805,Nzerekore,GIN080506,NZerekore centre,M,Superieur,6,4,Profession liberale,Non,Maison en dur,Tole,Latrineapuit,Forage,7,0,0,7,7,6,5,7,61,Acceptable,Marche/Boutique,0,0,0,0,0,0,Phase 1,5000,5500,7000,12500,27000,7/semaine,7/semaine,"les prix des denrées alimentaire sont très exorbitant dans sa localité
",5000,5500,7000,27000,12500,0,61,3
8480,2,20-12-2017 14:02:22,Francais,28508T0221D,1995,22,F,GN02,Conakry,GN0201,Conakry,GIN020105,Ratoma,F,Superieur,5,0,Commercant,Oui,Maison en dur,Tole,Latrineapuit,Forage,7,0,0,7,0,4,7,0,49.5,Acceptable,Marche/Boutique,0,0,0,0,0,0,Phase 1,7000,5500,20000,14000,40000,1/mois,2/semaine,Je ne saurai vous expliquez la situation dans ma localité mais du coté de notre ménage tout va bien.,7000,5500,20000,40000,14000,0,49.5,3
8481,8,20-12-2017 13:59:43,Francais,62952H6221A,1970,47,M,GN08,N'Zerekore,GN0804,Macenta,GIN080404,Daro,M,Secondaire,14,6,Personnel de sante,Non,Maison en dur,Tole,Pasdetoilette,Forage,7,2,0,5,2,0,7,0,45.5,Acceptable,Marche/Boutique,5,0,0,0,0,5,Phase 1,5500,5000,7500,10000,27000,7/semaine,7/semaine,le marché est très loin de notre localité et nous souffrons beaucoup.,5500,5000,7500,27000,10000,5,45.5,3
8482,7,20-12-2017 13:58:28,Malinke,47794W4821B,1986,31,F,GN04,Kankan,GN0401,Kankan,GIN040107,Koumban,M,Primaire,8,5,Profession liberale,Oui,Maison en dur,Tole,Latrineapuit,Puit ameliore,7,1,1,5,3,1,7,0,48.5,Acceptable,Marche/Boutique,1,0,4,0,0,5,Phase 1,7000,6500,9000,12000,25000,1/semaine,1/semaine,"c'est très difficile cette année car nous n’avons pas fait de bonne récolte par manque de pluie 

",7000,6500,9000,25000,12000,5,48.5,3
8483,1,20-12-2017 13:56:25,Poular,38027K0221C,1990,27,F,GN06,Labe,GN0604,Mali,GIN060409,Mali centre,M,Superieur,7,5,Fonctionnaire,Non,Maison en dur,Tole,Latrineabeton,Forage,7,1,0,1,2,1,7,1,28,Limite,Marche/Boutique,1,0,2,2,0,9,Phase 2,5500,6000,5000,10000,25000,1/mois,1/mois,nous manquons de moyens et les prix des denrées sont chers nous n'arrivons pas à acheter ce que l'on veut.,5500,6000,5000,25000,10000,9,28,2
8484,7,20-12-2017 13:51:05,Malinke,20770Q4821D,1957,60,F,GN04,Kankan,GN0401,Kankan,GIN040105,Kankan Centre,M,Alphabetise,7,5,Agriculture,Oui,Maison en dur,Tole,Latrineabeton,Forage,7,1,4,7,2,7,7,7,77,Acceptable,Marche/Boutique,0,0,0,0,0,0,Phase 1,7000,7000,6000,10000,25000,1/mois,1/mois,"C’est difficile cette année car les prix sont exorbitants  sur le marché malgré que nous somme dans la période de récolte 

",7000,7000,6000,25000,10000,0,77,3
8485,2,20-12-2017 13:49:50,Francais,41107A0221A,1992,25,F,GN02,Conakry,GN0201,Conakry,GIN020105,Ratoma,M,Superieur,6,2,Fonctionnaire,Oui,Maison en dur,Tole,Latrineabeton,Robinet,7,2,4,7,2,7,7,3,78,Acceptable,Marche/Boutique,0,0,4,3,0,13,Phase 2,6500,5500,22000,14000,40000,2/mois,7/semaine,le prix des denrées tel que celui du poisson et de la viande varie très souvent au niveau des marchés .,6500,5500,22000,40000,14000,13,78,3
8486,8,20-12-2017 13:48:37,Francais,62591T6221B,1983,34,F,GN08,N'Zerekore,GN0804,Macenta,GIN080404,Daro,M,Secondaire,8,4,Personnel de sante,Non,Maison en banco,Tole,Latrineapuit,Forage,7,0,0,7,2,3,7,0,50.5,Acceptable,Marche/Boutique,3,2,2,2,0,15,Phase 2,5500,5000,7500,10000,27000,1/mois,1/semaine,le marché est chère et le manque de denrées alimentaires.,5500,5000,7500,27000,10000,15,50.5,3
8487,1,20-12-2017 13:48:14,Poular,58407K0221D,1950,67,F,GN06,Labe,GN0605,Tougue,GIN060507,Konah,M,Superieur,15,5,Autre: retraité,Non,Maison en dur,Tole,Latrineabeton,Source,7,3,0,4,0,7,4,3,49.5,Acceptable,Marche/Boutique,2,1,5,0,0,9,Phase 2,5500,6000,5000,10000,25000,1/mois,7/semaine,"cette année il ya eu peu de recolte a cause de la rareté des pluies par conseqent il ya eu manque et une mauvaise qualitée de denreés alimentaires; tout est chers au marché.
",5500,6000,5000,25000,10000,9,49.5,3
8488,7,20-12-2017 13:40:54,Francais,06497O3821A,1980,37,F,GN04,Kankan,GN0402,Kerouane,GIN040204,Komodou,M,Primaire,8,5,Agriculture,Non,Maison en banco,Tole,Latrineapuit,Forage,7,1,0,3,0,0,7,7,36,Acceptable,Marche/Boutique,3,3,4,0,0,13,Phase 2,6000,5000,5000,10000,20000,1/mois,1/semaine,"La situation alimentaire est très difficile cette année car la récolte n'a pas été bonne par manque de pluie par conséquent on est obligé d'acheter tout au marché
",6000,5000,5000,20000,10000,13,36,3
8489,8,20-12-2017 13:39:38,Francais,04931S6221A,1985,32,F,GN08,N'Zerekore,GN0805,Nzerekore,GIN080506,NZerekore centre,M,Superieur,15,6,Sans emploi,Non,Maison en banco,Tole,Latrineapuit,Puit ordinaire,7,0,0,3,3,2,7,0,34.5,Limite,Marche/Boutique,3,3,3,3,0,21,Phase 3,5500,6500,7500,15000,30000,4/semaine,7/semaine,la situation alimentaire est moins chère et les prix varient chaque jour .,5500,6500,7500,30000,15000,21,34.5,2
8490,6,20-12-2017 13:37:51,Poular,56000H6221A,1985,32,F,GN03,Faranah,GN0301,Dabola,GIN030104,Dabola centre,M,Aucun,4,2,Agriculture,Non,Maison en dur,Tole,Latrineapuit,Puit ordinaire,7,5,0,2,0,3,5,7,46,Acceptable,Propre production/jardins,4,0,0,0,2,6,Phase 2,5000,6000,20000,10000,30000,7/semaine,7/semaine,il est très difficile de se nourrir dans notre localité; car il y a un manque total d'aliment,5000,6000,20000,30000,10000,6,46,3
8491,2,20-12-2017 13:37:29,Soussou,25489Y8121B,1985,32,F,GN02,Conakry,GN0201,Conakry,GIN020105,Ratoma,M,Aucun,25,10,Profession liberale,Oui,Maison en dur,Tole,Latrineabeton,Forage,7,3,0,7,1,7,7,2,63.5,Acceptable,Marche/Boutique,0,0,0,2,1,7,Phase 2,7000,6500,22000,15000,40000,2/mois,7/semaine,les prix sont chers au marché mais nous tant bien que mal à nous adapté face à cette situation,7000,6500,22000,40000,15000,7,63.5,3
8492,7,20-12-2017 13:33:37,Malinke,81347Z3821A,1984,33,F,GN04,Kankan,GN0401,Kankan,GIN040112,Tinti Oulen,M,Aucun,25,10,Agriculture,Non,Case,Paille,Latrineapuit,Forage,7,3,3,7,4,7,7,3,79,Acceptable,Propre production/jardins,0,0,0,0,0,0,Phase 1,7000,6000,5500,12000,25000,1/mois,1/semaine,C’est difficile cette année car les prix sont exorbitants  sur le marché malgré que nous somme dans la période de récolte,7000,6000,5500,25000,12000,0,79,3
8493,1,20-12-2017 13:31:26,Poular,75706W0221A,1968,49,F,GN06,Labe,GN0602,Labe,GIN060207,Kaalan,M,Primaire,6,3,Commercant,Non,Maison en dur,Tole,Latrineapuit,Puit ordinaire,7,7,0,4,0,0,7,0,54.5,Acceptable,Propre production/jardins,0,1,0,0,0,2,Phase 1,5500,6000,12000,12000,25000,7/semaine,7/semaine,"les prix augmentent du jour au lendemain dans les marchés.tout est chers.
",5500,6000,12000,25000,12000,2,54.5,3
8494,5,20-12-2017 13:29:10,Francais,26679O5221C,1979,38,F,GN08,N'Zerekore,GN0805,Nzerekore,GIN080506,NZerekore centre,M,Secondaire,7,5,Profession liberale,Oui,Maison en dur,Tole,Latrineapuit,Robinet,7,1,0,1,2,0,3,4,26.5,Limite,Marche/Boutique,1,0,0,0,0,1,Phase 1,5000,5500,7500,10000,30000,7/semaine,7/semaine,"la qualité des aliments sont très mauvaises et les prix sont instables sur le marché
",5000,5500,7500,30000,10000,1,26.5,2
8495,2,20-12-2017 13:26:33,Francais,07149E8121A,1995,22,M,GN02,Conakry,GN0201,Conakry,GIN020105,Ratoma,M,Superieur,4,1,Fonctionnaire,Non,Maison en dur,Tole,Latrineabeton,Forage,7,1,0,7,1,0,7,0,49.5,Acceptable,Marche/Boutique,0,0,0,0,1,1,Phase 1,7000,6500,25000,15000,40004,1/mois,7/semaine,De mon côté tout va bien dans notre ménage ;,7000,6500,25000,40004,15000,1,49.5,3
8496,8,20-12-2017 13:24:15,Francais,46622R0021B,1992,25,F,GN08,N'Zerekore,GN0801,Beyla,GIN080101,Beyla Centre,M,Superieur,15,2,Autre: retraiter,Oui,Maison en dur,Tole,Latrineabeton,Forage,7,2,0,7,1,0,7,0,52.5,Acceptable,Marche/Boutique,1,0,2,1,0,6,Phase 2,5500,6500,7500,15000,30000,1/semaine,1/semaine,les temps sont très dures et rien ne va parce qu'il y'a un manque de moyens financiers.,5500,6500,7500,30000,15000,6,52.5,3
8497,7,20-12-2017 13:22:51,Malinke,63286J3821C,1965,52,F,GN04,Kankan,GN0401,Kankan,GIN040101,Balandougou,M,Aucun,18,13,Agriculture,Non,Maison en banco,Tole,Latrineapuit,Forage,7,5,0,7,5,7,7,7,76,Acceptable,Propre production/jardins,0,0,7,0,0,7,Phase 2,7000,7000,6000,15000,25000,5/semaine,2/semaine,La situation alimentaire est très difficile cette année avec nous car nous n’avons pas fait de bonne récolte par manque de pluie,7000,7000,6000,25000,15000,7,76,3
8498,5,20-12-2017 13:21:10,Francais,84398N5221D,1977,40,F,GN08,N'Zerekore,GN0802,Gueckedou,GIN080205,Kassadou,M,Superieur,15,6,Personnel de sante,Oui,Maison en dur,Tole,Latrineapuit,Source,7,1,0,7,2,0,7,1,51,Acceptable,Marche/Boutique,0,4,0,0,0,8,Phase 2,5000,5500,7500,10000,30000,7/semaine,7/semaine,les prix des denrées alimentaire sont très exorbitant dans sa localité et les prix sont  instables,5000,5500,7500,30000,10000,8,51,3
8499,8,20-12-2017 13:17:22,Francais,05967S5221C,1966,51,F,GN08,N'Zerekore,GN0801,Beyla,GIN080101,Beyla Centre,M,Superieur,10,8,Personnel de sante,Non,Maison en banco,Tole,Latrineapuit,Forage,7,3,2,7,2,5,7,1,70,Acceptable,Marche/Boutique,0,0,0,1,0,3,Phase 1,5000,6500,7500,15000,30000,1/semaine,1/semaine,les denrées alimentaires sont moins chers dans leur localité pour le moment.,5000,6500,7500,30000,15000,3,70,3
8500,2,20-12-2017 13:15:40,Francais,15158V8121A,1990,27,M,GN02,Conakry,GN0201,Conakry,GIN020105,Ratoma,M,Secondaire,1,0,Fonctionnaire,Oui,Maison en dur,Tole,Toiletteavecchasse,Forage,7,0,0,7,2,3,6,0,50,Acceptable,Marche/Boutique,0,4,3,0,0,11,Phase 2,7000,6500,22000,15000,35000,1/mois,1/mois,tout est cher au marché avec cette conjoncture économique,7000,6500,22000,35000,15000,11,50,3
8501,5,20-12-2017 13:14:13,Francais,57526M5221B,1979,38,F,GN08,N'Zerekore,GN0802,Gueckedou,GIN080203,Gueckedou centre,M,Secondaire,22,9,Autre: agent communautaire,Oui,Maison en dur,Tole,Latrineapuit,Forage,7,1,0,7,1,4,7,0,53.5,Acceptable,Marche/Boutique,3,2,4,2,7,24,Phase 3,5000,5500,7500,10000,30000,7/semaine,7/semaine,les prix des denrées alimentaire dans sa localité sont très chers,5000,5500,7500,30000,10000,24,53.5,3
8502,7,20-12-2017 13:11:01,Malinke,54684D3821B,1982,35,F,GN04,Kankan,GN0401,Kankan,GIN040105,Kankan Centre,M,Primaire,23,10,Commercant,Oui,Maison en dur,Tole,Latrineapuit,Forage,7,3,0,7,2,7,5,5,65,Acceptable,Marche/Boutique,0,0,0,0,0,0,Phase 1,7000,7000,10000,12000,25000,1/mois,1/mois,La situation alimentaire n'est pas mal avec nous mais par contre chez les cultivateurs c'est vraiment compliqué car ils n'ont pas fait de bonne récolte par manque de pluie,7000,7000,10000,25000,12000,0,65,3
8503,8,20-12-2017 13:09:50,Francais,70813O5221C,1980,37,F,GN08,N'Zerekore,GN0802,Gueckedou,GIN080203,Gueckedou centre,M,Superieur,4,2,Fonctionnaire,Non,Maison en banco,Tole,Latrineabeton,Forage,7,1,0,6,2,4,7,3,52,Acceptable,Marche/Boutique,2,3,0,0,1,9,Phase 2,5000,6500,7500,15000,30000,1/mois,1/mois,les denrées alimentaires sont chers et la vie devient très chère chaque jour dans leur localité.,5000,6500,7500,30000,15000,9,52,3
8504,1,20-12-2017 13:09:34,Poular,11382M8121B,1985,32,F,GN06,Labe,GN0602,Labe,GIN060209,Labe Centre,M,Secondaire,4,2,Profession liberale,Non,Maison en dur,Tole,Latrineabeton,Puit ordinaire,7,0,0,7,4,7,7,0,56.5,Acceptable,Marche/Boutique,3,3,4,2,0,19,Phase 2,5500,6000,16000,12000,30000,1/mois,7/semaine,"nous ne mangeons pas à notre faim nous maquons de moyens et  les prix des aliments sont chers dans le marché la situation est vraiment difficile nous demandons de l'aide.
",5500,6000,16000,30000,12000,19,56.5,3
8505,8,20-12-2017 12:59:00,Francais,59583J1751B,1978,39,F,GN08,N'Zerekore,GN0804,Macenta,GIN080407,Koyamah,M,Secondaire,12,5,Personnel de sante,Non,Maison en banco,Tole,Latrineapuit,Forage,7,0,0,7,2,0,7,0,47.5,Acceptable,Marche/Boutique,3,1,2,0,1,8,Phase 2,5000,6500,7000,10000,30000,7/semaine,7/semaine,le marché est trop chère et difficilement nous parvenons à satisfaire nos besoins.,5000,6500,7000,30000,10000,8,47.5,3
8506,7,20-12-2017 12:58:45,Malinke,16759C8551B,1987,30,M,GN04,Kankan,GN0404,Mandiana,GIN040408,Mandiana centre,M,Aucun,7,5,Agriculture,Non,Maison en banco,Tole,Latrineapuit,Forage,7,1,0,4,2,2,5,1,40,Acceptable,Marche/Boutique,0,0,0,0,0,0,Phase 1,5500,5500,10000,12000,25000,1/semaine,1/semaine,"La situation alimentaire est bonne cette année nous remercions Dieu 

",5500,5500,10000,25000,12000,0,40,3
8507,2,20-12-2017 12:55:31,Francais,69574U1551D,1995,22,F,GN02,Conakry,GN0201,Conakry,GIN020105,Ratoma,M,Superieur,8,3,Fonctionnaire,Oui,Maison en dur,Tole,Toiletteavecchasse,Robinet,7,2,0,7,1,2,7,7,58,Acceptable,Marche/Boutique,0,0,0,0,0,0,Phase 1,7000,6500,25000,15000,40000,1/mois,1/mois,Les prix sont peu abordables ici,7000,6500,25000,40000,15000,0,58,3
8508,1,20-12-2017 12:54:15,Poular,76591G3751A,1966,51,F,GN06,Labe,GN0602,Labe,GIN060209,Labe Centre,M,Aucun,20,10,Sans emploi,Oui,Maison en dur,Tole,Latrineabeton,Puit ordinaire,7,0,0,7,1,7,7,0,53.5,Acceptable,Marche/Boutique,2,0,0,0,0,2,Phase 1,5500,6000,25000,12000,30000,1/mois,7/semaine,les prix des denrées alimentaires sont chers dans nos marchés.,5500,6000,25000,30000,12000,2,53.5,3
8509,8,20-12-2017 12:51:09,Francais,97505S1751A,1959,58,M,GN08,N'Zerekore,GN0801,Beyla,GIN080114,Sinko,M,Secondaire,12,6,Personnel de sante,Non,Maison en dur,Paille,Latrineapuit,Forage,7,3,0,7,0,1,7,0,55.5,Acceptable,Marche/Boutique,1,0,0,3,1,11,Phase 2,5000,6500,75000,10000,30000,1/mois,1/mois,nous n'arrivons pas à nous en sortir parce que c'est en fonction de nos récoltes que nous mangeons et cette année la récolte na pas été bonne .,5000,6500,75000,30000,10000,11,55.5,3
8510,5,20-12-2017 12:50:19,Francais,79722R5651B,1969,48,F,GN05,Kindia,GN0503,Forecariah,GIN050304,Forecariah centre,F,Secondaire,5,2,Autre: agent communautaire,Oui,Maison en dur,Tole,Latrineapuit,Forage,7,1,1,7,1,7,7,0,60.5,Acceptable,Marche/Boutique,0,3,0,0,0,6,Phase 2,5000,5500,7000,13000,30000,7/semaine,7/semaine,"les prix des denrées alimentaire sont très exorbitant dans sa localité et elle demande le soutient
",5000,5500,7000,30000,13000,6,60.5,3
8511,2,20-12-2017 12:43:13,Francais,99037M7651D,1996,21,M,GN02,Conakry,GN0201,Conakry,GIN020105,Ratoma,F,Aucun,20,8,Commercant,Non,Maison en dur,Tole,Latrineabeton,Robinet,7,0,0,7,1,0,7,0,46.5,Acceptable,Marche/Boutique,4,0,3,0,1,8,Phase 2,7000,6500,22000,15000,40000,7/semaine,7/semaine,la situation alimentaire est très critique ici; la vie est chere,7000,6500,22000,40000,15000,8,46.5,3
8512,7,20-12-2017 12:42:34,Malinke,67168Z2651B,1989,28,F,GN04,Kankan,GN0402,Kerouane,GIN040208,Soromaya,M,Aucun,15,7,Agriculture,Oui,Maison en banco,Tole,Latrineapuit,Puit ameliore,7,2,3,2,2,2,7,2,48.5,Acceptable,Propre production/jardins,0,3,1,0,0,7,Phase 2,4500,5500,3500,12000,22000,1/mois,1/semaine,La situation alimentaire est très difficile cette année avec nous car nous n’avons pas fait de bonne récolte par manque de pluie,4500,5500,3500,22000,12000,7,48.5,3
8513,1,20-12-2017 12:39:16,Poular,50282H0551B,1984,33,F,GN06,Labe,GN0602,Labe,GIN060209,Labe Centre,M,Superieur,3,1,Commercant,Non,Maison en dur,Tole,Latrineabeton,Forage,7,2,2,7,2,1,7,7,66,Acceptable,Marche/Boutique,0,0,0,0,0,0,Phase 1,5500,6000,20000,10000,30000,1/mois,7/semaine,les prix des denrées alimentaires sont chers au marché .,5500,6000,20000,30000,10000,0,66,3
8514,8,20-12-2017 12:31:51,Francais,79192Q3751D,1980,37,F,GN08,N'Zerekore,GN0801,Beyla,GIN080114,Sinko,M,Secondaire,8,5,Personnel de sante,Non,Maison en dur,Tole,Latrineabeton,Forage,7,1,0,7,2,0,7,0,50.5,Acceptable,Marche/Boutique,2,3,1,2,1,16,Phase 2,5000,6500,7500,10000,30000,7/semaine,7/semaine,tout est chère et rien ne va dans leur localité .,5000,6500,7500,30000,10000,16,50.5,3
8515,7,20-12-2017 12:30:58,Malinke,37152U3651A,1997,20,F,GN04,Kankan,GN0404,Mandiana,GIN040408,Mandiana centre,M,Aucun,5,2,Profession liberale,Oui,Maison en banco,Tole,Latrineabeton,Forage,7,0,0,7,1,1,7,2,48.5,Acceptable,Marche/Boutique,0,0,2,0,0,2,Phase 1,6500,6500,9000,12000,25000,1/mois,7/semaine,"C’est difficile cette année car les prix sont exorbitants  sur le marché et nous somme dans une zone minière , actuellement nous trouvons l'or difficilement et cela rend la vie difficile pour nous
",6500,6500,9000,25000,12000,2,48.5,3
8516,2,20-12-2017 12:30:07,Francais,04480G5751A,1990,27,M,GN02,Conakry,GN0201,Conakry,GIN020105,Ratoma,M,Superieur,12,3,Fonctionnaire,Oui,Maison en dur,Tole,Toiletteavecchasse,Robinet,7,1,0,7,4,0,6,0,52,Acceptable,Marche/Boutique,0,0,2,3,2,13,Phase 2,6500,5500,22000,15000,39998,2/mois,7/semaine,tout est cher dans mon quartier,6500,5500,22000,39998,15000,13,52,3
8517,1,20-12-2017 12:22:21,Poular,45082D0551C,1985,32,F,GN06,Labe,GN0603,Lelouma,GIN060306,Lelouma centre,M,Alphabetise,6,4,Agriculture,Oui,Maison en dur,Tole,Latrineabeton,Robinet,7,2,0,7,2,0,7,0,53.5,Acceptable,Marche/Boutique,0,0,0,0,0,0,Phase 1,5500,6000,20000,12000,30000,7/semaine,7/semaine,les prix des denrées alimentaires sont chers au marché.,5500,6000,20000,30000,12000,0,53.5,3
8518,8,20-12-2017 12:21:45,Francais,90848P3751A,1997,20,F,GN08,N'Zerekore,GN0805,Nzerekore,GIN080506,NZerekore centre,M,Aucun,8,3,Profession liberale,Oui,Maison en dur,Tole,Latrineapuit,Forage,7,2,0,7,3,0,7,0,54.5,Acceptable,Marche/Boutique,1,2,4,1,1,13,Phase 2,5000,6500,7500,10000,25000,1/mois,3/semaine,tout est chère au marché et sa ne fait que grimpé du jour au jour.,5000,6500,7500,25000,10000,13,54.5,3
8519,2,20-12-2017 12:20:19,Francais,30921F5751D,1986,31,F,GN02,Conakry,GN0201,Conakry,GIN020105,Ratoma,M,Superieur,8,5,Fonctionnaire,Oui,Maison en dur,Tole,Latrineabeton,Robinet,7,1,3,5,0,7,6,0,59,Acceptable,Marche/Boutique,0,0,0,0,0,0,Phase 1,7000,6500,22000,15000,40000,1/mois,7/semaine,les prix sont très chers au marchés,7000,6500,22000,40000,15000,0,59,3
8520,5,20-12-2017 12:19:46,Francais,42430U2751B,1984,33,F,GN05,Kindia,GN0504,Kindia,GIN050404,Kindia centre,F,Secondaire,4,2,Commercant,Oui,Maison en dur,Tole,Latrineapuit,Robinet,7,1,0,7,1,7,7,7,60,Acceptable,Marche/Boutique,1,0,0,0,0,1,Phase 1,5500,6000,12000,13000,30000,7/semaine,7/semaine,"les prix des denrées alimentaire sont très exorbitant dans sa localité
",5500,6000,12000,30000,13000,1,60,3
8521,7,20-12-2017 12:10:59,Malinke,09688O0751C,1972,45,F,GN04,Kankan,GN0403,Kouroussa,GIN040309,Komola koura,M,Aucun,10,7,Agriculture,Non,Case,Paille,Latrineapuit,Puit ameliore,7,5,2,7,1,1,5,4,71.5,Acceptable,Pêche/Chasse/Cueillette,2,1,0,0,0,4,Phase 1,6000,7000,110000,11000,25000,1/semaine,1/semaine,La situation alimentaire est très difficile cette année avec nous car nous n’avons pas fait de bonne récolte par manque de pluie,6000,7000,110000,25000,11000,4,71.5,3
8522,2,20-12-2017 12:09:37,Francais,33005S5751D,1990,27,M,GN02,Conakry,GN0201,Conakry,GIN020105,Ratoma,M,Superieur,3,0,Fonctionnaire,Oui,Maison en dur,Tole,Latrineabeton,Robinet,7,1,1,7,1,1,7,1,55,Acceptable,Marche/Boutique,2,1,0,0,0,4,Phase 1,7000,6500,22000,15000,40000,3/semaine,3/semaine,tout est cher au marché et les aliments ne sont pas de qualité.,7000,6500,22000,40000,15000,4,55,3
8523,8,20-12-2017 11:54:14,Francais,61509W0021B,1995,22,F,GN02,Conakry,GN0201,Conakry,GIN020105,Ratoma,F,Superieur,9,2,Fonctionnaire,Oui,Maison en dur,Tole,Latrineapuit,Forage,7,2,0,7,2,0,7,0,53.5,Acceptable,Marche/Boutique,1,2,2,1,1,11,Phase 2,5500,7000,25000,18000,40000,1/mois,1/mois,le marché est très chère et les prix sont exorbitants dans leur localité.,5500,7000,25000,40000,18000,11,53.5,3
8524,5,20-12-2017 11:48:14,Francais,04021O5221C,1985,32,F,GN08,N'Zerekore,GN0805,Nzerekore,GIN080502,Gouecke,M,Superieur,6,4,Agriculture,Non,Maison en banco,Tole,Latrineapuit,Forage,7,0,0,7,2,3,7,0,50.5,Acceptable,Marche/Boutique,3,4,1,4,5,29,Phase 3,5000,5500,7500,10000,20000,7/semaine,2/semaine,"les prix des denrées alimentaire sont très exorbitant dans sa localité
",5000,5500,7500,20000,10000,29,50.5,3
8525,2,20-12-2017 11:46:04,Francais,12129F9121C,1992,25,M,GN02,Conakry,GN0201,Conakry,GIN020105,Ratoma,M,Superieur,7,3,Fonctionnaire,Oui,Maison en dur,Tole,Toiletteavecchasse,Forage,7,0,0,7,2,3,7,0,50.5,Acceptable,Marche/Boutique,0,0,2,0,1,3,Phase 1,7500,6500,22000,15000,40000,1/mois,1/mois,les prix sont chers ici ; le prix des denrées est aussi instable,7500,6500,22000,40000,15000,3,50.5,3
8526,7,20-12-2017 11:44:55,Malinke,61168G2821D,1981,36,F,GN04,Kankan,GN0403,Kouroussa,GIN040301,Babila,M,Aucun,7,4,Agriculture,Non,Case,Paille,Latrineapuit,Forage,7,3,0,7,2,1,7,0,57.5,Acceptable,Propre production/jardins,1,7,7,0,0,22,Phase 3,7000,8000,11000,11000,30000,7/semaine,1/semaine,La situation alimentaire est très difficile cette année avec nous car nous n’avons pas fait de bonne récolte par manque de pluie,7000,8000,11000,30000,11000,22,57.5,3
8527,8,20-12-2017 11:40:55,Francais,63320X5221D,1998,19,F,GN08,N'Zerekore,GN0805,Nzerekore,GIN080506,NZerekore centre,M,Superieur,9,6,Fonctionnaire,Non,Maison en dur,Tole,Latrineapuit,Puit ordinaire,7,0,0,7,2,1,7,0,48.5,Acceptable,Marche/Boutique,2,0,1,2,0,9,Phase 2,5000,6500,7500,10000,25000,1/mois,7/semaine,le manque de moyens financiers est à la base de tous les problèmes dans leur localité.,5000,6500,7500,25000,10000,9,48.5,3
8528,7,20-12-2017 11:34:44,Malinke,61648P2821C,1987,30,F,GN04,Kankan,GN0403,Kouroussa,GIN040301,Babila,M,Superieur,8,6,Agriculture,Oui,Maison en banco,Tole,Latrineapuit,Forage,7,2,0,7,1,1,7,2,54.5,Acceptable,Propre production/jardins,0,0,0,0,0,0,Phase 1,6000,5000,7000,11000,25000,1/mois,6/semaine,La situation alimentaire est passable cette année car les récoltes n'ont pas été  bonne,6000,5000,7000,25000,11000,0,54.5,3
8529,6,20-12-2017 11:30:51,Malinke,19782H7121D,1992,25,F,GN04,Kankan,GN0402,Kerouane,GIN040201,Banankoro,M,Aucun,15,9,Agriculture,Non,Case,Paille,Latrineapuit,Robinet,7,4,0,7,0,0,7,1,58,Acceptable,Marche/Boutique,4,0,0,1,3,10,Phase 2,5000,7000,10000,12000,30000,1/mois,1/mois,"ces les moments de recoltes donc actuellement tout va bien, les gens vivent mieux si non la vie est très difficile dans ma localité",5000,7000,10000,30000,12000,10,58,3
8530,8,20-12-2017 11:30:51,Francais,33498K4221C,1970,47,F,GN08,N'Zerekore,GN0805,Nzerekore,GIN080506,NZerekore centre,M,Primaire,7,3,Fonctionnaire,Non,Maison en banco,Tole,Latrineapuit,Forage,7,2,0,7,3,1,7,2,56.5,Acceptable,Marche/Boutique,1,2,3,2,2,16,Phase 2,5500,6500,7500,10000,25000,7/semaine,1/semaine,la population souffre vraiment et ils sollicitent l'aide du gouvernement.,5500,6500,7500,25000,10000,16,56.5,3
8531,5,20-12-2017 11:30:36,Francais,29428P4221A,1978,39,F,GN08,N'Zerekore,GN0801,Beyla,GIN080104,Diassodou,M,Superieur,8,6,Personnel de sante,Oui,Case,Tole,Latrineapuit,Puit ameliore,7,0,0,3,0,0,2,0,27,Limite,Marche/Boutique,0,1,5,3,2,18,Phase 2,5000,5500,7500,10000,32000,4/semaine,7/semaine,les aliments sont très coûteux parce que la récolte n'a pas donner,5000,5500,7500,32000,10000,18,27,2
8532,2,20-12-2017 11:26:29,Francais,20408H2121D,1991,26,M,GN02,Conakry,GN0201,Conakry,GIN020105,Ratoma,M,Superieur,10,6,Fonctionnaire,Non,Maison en dur,Tole,Latrineabeton,Robinet,7,1,0,4,2,1,7,0,39.5,Acceptable,Marche/Boutique,0,0,3,0,0,3,Phase 1,7000,6500,25000,13000,40000,1/mois,1/mois,les prix sont chers au marché,7000,6500,25000,40000,13000,3,39.5,3
